First name,Last name,State,Job,2016 Role,District,Next up for re-election:,Position on Trump,Source,Cook Political Report rating,Opposing Democrat,Dem Website
Mark,Assini,NY,Candidate,Candidate for Representative,25,2016,Endorser,http://www.wsj.com/articles/where-donald-trump-resonates-he-is-embraced-down-ballot-1460576342,Likely Democrat,Louise Slaughter,http://www.votelouise.com/
Shelly,Schratz,NY,Candidate,Candidate for Representative,26,2016,Unknown,,No,,
Chris,Collins,NY,Representative,Incumbent Representative,27,2016,Endorser,http://abcnews.go.com/Politics/donald-trump-nabs-congressional-endorsements/story?id=37165183,No,,
Steve,Chabot,OH,Representative,Incumbent Representative,1,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1?_ga=1.74672850.1309160727.1459799817,No,,
Brad,Wenstrup,OH,Representative,Incumbent Representative,2,2016,Support,http://www.cincinnati.com/story/news/politics/elections/2016/05/05/trump-not-heres-where-local-republicans-stand/83970890/,No,,
John,Adams,OH,Candidate,Candidate for Representative,3,2016,Endorser,http://www.johnadamsforcongress.com/Donald_Trump_Train.html,No,,
Jim,Jordan,OH,Representative,Incumbent Representative,4,2016,Endorser,http://www.washingtonexaminer.com/examining-politics-podcast-jim-jordan-enthusiastically-backs-donald-trump/article/2592341,No,,
Bob,Latta,OH,Representative,Incumbent Representative,5,2016,Support,http://thecourier.com/breaking-news/2016/03/09/latta-frustration-search-for-alternatives-fueling-trump-surge/,No,,
Bill,Johnson,OH,Representative,Incumbent Representative,6,2016,Support,http://wkbn.com/2016/05/05/local-gop-lawmakers-calling-for-party-unity-and-trump-support/,No,,
Bob,Gibbs,OH,Representative,Incumbent Representative,7,2016,Support,http://www.cantonrep.com/news/20160809/gibbs-and-renacci-say-trump-would-be-good-for-business,No,,
Warren,Davidson,OH,Representative,Incumbent Representative,8,2016,Unsure or won't say,http://www.daytondailynews.com/news/news/national-govt-politics/rep-davidson-donald-trump-needs-to-work-with-john-/nr2Sm/,No,,
Donald,Philip Larson,OH,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Michael,Turner,OH,Representative,Incumbent Representative,10,2016,Support,http://www.daytondailynews.com/news/local-govt--politics/dayton-congressman-turner-says-support-donald-trump/UmjT9g4roiVFffjWhj7eVM/,No,,
Beverly,Goldstein,OH,Candidate,Candidate for Representative,11,2016,Endorser,http://beverly4congress.com/beverlys-opening-prayer-at-donald-trump-rally-university-of-akron-august-22-2016/,No,,
Patrick,Tiberi,OH,Representative,Incumbent Representative,12,2016,Opposed after 2005 tape release,http://www.dispatch.com/content/stories/local/2016/10/09/most-ohio-politicians-backing-away-from-trump.html,No,,
Richard,Morckel,OH,Candidate,Candidate for Representative,13,2016,Endorser,http://www.morckel4congress.com/,No,,
David,Joyce,OH,Representative,Incumbent Representative,14,2016,Support,http://talkingpointsmemo.com/news/elected-official-trump-endorsement-scorecard,No,,
Steve,Stivers,OH,Representative,Incumbent Representative,15,2016,Support,http://talkingpointsmemo.com/news/elected-official-trump-endorsement-scorecard,No,,
James,Renacci,OH,Representative,Incumbent Representative,16,2016,Support,http://talkingpointsmemo.com/news/elected-official-trump-endorsement-scorecard,No,,
Rob,Portman,OH,Senator,Incumbent Senator,N/A,2016,Opposed after 2005 tape release,http://www.cincinnati.com/story/news/politics/elections/2016/10/08/rob-portman-can-no-longer-support-donald-trump/91811524/,Lean Republican,Ted Strickland,http://www.tedstrickland.com/
John,Kasich,OH,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,http://www.politico.com/story/2016/10/john-kasich-donald-trump-229362,Not up for re-election,,
Jim,Bridenstine,OK,Representative,Incumbent Representative,1,2016,Support,http://www.fox23.com/news/congressman-jim-bridenstine-says-he-will-support-donald-trump/268055864,No,,
Markwayne,Mullin,OK,Representative,Incumbent Representative,2,2016,Support,http://www.examiner-enterprise.com/news/state/legislators-say-they-ll-support-trump,No,,
Frank,Lucas,OK,Representative,Incumbent Representative,3,2016,Support,http://www.examiner-enterprise.com/news/state/legislators-say-they-ll-support-trump,No,,
Tom,Cole,OK,Representative,Incumbent Representative,4,2016,Support,http://www.examiner-enterprise.com/news/state/legislators-say-they-ll-support-trump,No,,
Steve,Russell,OK,Representative,Incumbent Representative,5,2016,Support,http://www.examiner-enterprise.com/news/state/legislators-say-they-ll-support-trump,No,,
James,Inhofe,OK,Senator,Incumbent Senator,N/A,2020,Endorser,http://www.tulsaworld.com/news/elections/sen-jim-inhofe-tulsa-native-james-woolsey-named-to-donald/article_c94406d5-259d-5932-88cd-9383dce0908e.html,Not up for re-election,,
Mary,Fallin,OK,Governor,Incumbent Governor,N/A,2018,Endorser,http://theresurgent.com/heres-where-every-republican-governor-stands-on-donald-trump/,Not up for re-election,,
James,Lankford,OK,Senator,Incumbent Senator,N/A,2016,Support,http://www.nbcnews.com/politics/2016-election/just-eight-gop-senators-re-election-would-definitely-back-trump-n545456,No,,
Brian,Heinrich,OR,Candidate,Candidate for Representative,1,2016,Unsure or won't say,http://www.oregonlive.com/politics/index.ssf/2016/09/survey_oregon_gop_candidates_s.html,No,,
Greg,Walden,OR,Representative,Incumbent Representative,2,2016,Endorser,http://thehill.com/blogs/ballot-box/house-races/279687-nrcc-chairman-says-he-supports-trump,No,,
Art,Robinson,OR,Candidate,Candidate for Representative,4,2016,Unknown,,No,,
Bud,Pierce,OR,Candidate,Candidate for Governor,N/A,2016,Opposed after 2005 tape release,http://www.opb.org/news/series/election-2016/bud-pierce-donald-trump-reversal/,Likely Democrat,Kate Brown,https://katebrownfororegon.com/
Mark,Callahan,OR,Candidate,Candidate for Senator,N/A,2016,Unknown,,No,,
Deborah,Williams,PA,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
James,Jones,PA,Candidate,Candidate for Representative,2,2016,Unknown,,No,,
Mike,Kelly,PA,Representative,Incumbent Representative,3,2016,Endorser,http://www.mcall.com/news/local/elections/mc-list-pa-republican-congressmen-on-trump-2-20160505-story.html,No,,
Scott,Perry,PA,Representative,Incumbent Representative,4,2016,Support,http://www.mcall.com/news/nationworld/pennsylvania/mc-pa-republican-congressmen-on-trump-20160504-story.html,No,,
Glenn,Thompson,PA,Representative,Incumbent Representative,5,2016,Unsure or won't say,http://www.titusvilleherald.com/news/article_c6dd12ce-2d2e-11e6-bb77-4f3b5297a016.html,No,,
Ryan,Costello,PA,Representative,Incumbent Representative,6,2016,Support,http://www.mcall.com/news/nationworld/pennsylvania/mc-pa-republican-congressmen-on-trump-20160504-story.html,Likely Republican,Mike Parrish,http://www.parrishforcongress.com/
Patrick,Meehan,PA,Representative,Incumbent Representative,7,2016,Unsure or won't say,http://www.mcall.com/news/nationworld/pennsylvania/mc-pa-republican-congressmen-on-trump-20160504-story.html,No,,
Brian,Fitzpatrick,PA,Candidate,Candidate for Representative,8,2016,Opposed after 2005 tape release,http://patch.com/pennsylvania/newtown-pa/brian-fitzpatrick-says-hes-not-voting-donald-trump-following-lewd-comments,Toss-Up,Steve Santarsiero,http://www.santarsieroforcongress.com/
Bill,Shuster,PA,Representative,Incumbent Representative,9,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1,No,,
Tom,Marino,PA,Representative,Incumbent Representative,10,2016,Endorser,http://thetimes-tribune.com/news/tom-marino-endorses-trump-for-president-1.2013132,No,,
Lou,Barletta,PA,Representative,Incumbent Representative,11,2016,Endorser,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/03/lou-barletta-endorses-donald-trump-221099#ixzz45pAdPGU6,No,,
Keith,Rothfus,PA,Representative,Incumbent Representative,12,2016,Support,http://www.mcall.com/news/nationworld/pennsylvania/mc-pa-republican-congressmen-on-trump-20160504-story.html,No,,
Charlie,Dent,PA,Representative,Incumbent Representative,15,2016,Opposed before 2005 tape release,http://www.mcall.com/news/local/elections/mc-pa-charlie-dent-vote-trump-clinton-20160803-story.html,No,,
Lloyd,Smucker,PA,Candidate,Candidate for Representative,16,2016,Endorser,http://www.witf.org/state-house-sound-bites/2016/10/trump-goes-off-script-in-lancaster.php,Likely Republican,Christina Hartman,http://christinamhartman.com/
Matt,Connolly,PA,Candidate,Candidate for Representative,17,2016,Endorser,https://www.facebook.com/matt.connolly.58/posts/1085049908216785,No,,
Tim,Murphy,PA,Representative,Incumbent Representative,18,2016,Endorser,https://twitter.com/TimMurphyPA/status/741774705514938368,No,,
Patrick,Toomey,PA,Senator,Incumbent Senator,N/A,2016,Unsure or won't say,http://www.philly.com/philly/blogs/capitolinq/Pat-Toomey-denounces-Trump-Clinton-but-wont-say-who-he-will-support.html,Toss-Up,Katie McGinty,http://katiemcginty.com/
Russell,Taub,RI,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
Rhue,Reis,RI,Candidate,Candidate for Representative,2,2016,Support,http://www.providencejournal.com/news/20160609/republican-rhue-reis-launches-his-second-campaign-for-congress,No,,
Mark,Sanford,SC,Representative,Incumbent Representative,1,2016,Opposed before 2005 tape release,http://www.postandcourier.com/article/20160301/PC1603/160309934,No,,
Joe,Wilson,SC,Representative,Incumbent Representative,2,2016,Unsure or won't say,http://www.free-times.com/news/trumps-path-to-nomination-divides-s.c.-gop-establishment-051116,No,,
Jeff,Duncan,SC,Representative,Incumbent Representative,3,2016,Support,http://www.fresnobee.com/news/politics-government/article75907852.html,No,,
Trey,Gowdy,SC,Representative,Incumbent Representative,4,2016,Support,http://www.fresnobee.com/news/politics-government/article75907852.html,No,,
Mick,Mulvaney,SC,Representative,Incumbent Representative,5,2016,Endorser,http://www.goupstate.com/news/20160602/mulvaney-announces-support-for-trump-at-cherokee-county-forum,No,,
Laura,Sterling,SC,Candidate,Candidate for Representative,6,2016,Unknown,,No,,
Tom,Rice,SC,Representative,Incumbent Representative,7,2016,Support,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Lindsey,Graham,SC,Senator,Incumbent Senator,N/A,2020,Opposed before 2005 tape release,https://www.facebook.com/LindseyGrahamSC,Not up for re-election,,
Tim,Scott,SC,Senator,Incumbent Senator,N/A,2016,Support,http://www.postandcourier.com/20161010/161019967/republicans-finding-reasons-not-to-talk-about-donald-trump,No,,
Nikki,Haley,SC,Governor,Incumbent Governor,N/A,2018,Support,http://www.postandcourier.com/20160504/160509702/haley-wont-be-trumps-running-mate-,Not up for re-election,,
Kristi,Noem,SD,Representative,Incumbent Representative,0,2016,Support,http://kelo.com/news/articles/2016/may/04/rounds-and-noem-react-to-trump-train/,No,,
John,Thune,SD,Senator,Incumbent Senator,N/A,2016,Opposed after 2005 tape release,http://www.latimes.com/nation/politics/trailguide/la-na-trailguide-updates-south-dakota-s-thune-joins-chorus-1475946585-htmlstory.html,No,,
Dennis,Daugaard,SD,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,https://twitter.com/SDGovDaugaard/status/784797034410680320?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet,Not up for re-election,,
Mike,Rounds,SD,Senator,Incumbent Senator,N/A,2020,Support,http://www.keloland.com/news/article/politics/senator-rounds-supports-donald-trump,Not up for re-election,,
Phil,Roe,TN,Representative,Incumbent Representative,1,2016,Support,http://www.wcyb.com/news/tennessee/congressman-phil-roe-voices-support-for-trump/14678520,No,,
John,Duncan,TN,Representative,Incumbent Representative,2,2016,Endorser,http://www.breitbart.com/2016-presidential-race/2016/04/30/rep-john-duncan-endorses-donald-trump-will-use-tremendous-leverage-trade/,No,,
Charles,Fleischmann,TN,Representative,Incumbent Representative,3,2016,Support,http://newschannel9.com/news/local/rep-fleischmann-says-he-will-support-trump-if-nominated,No,,
Scott,DesJarlais,TN,Representative,Incumbent Representative,4,2016,Endorser,http://www.washingtontimes.com/news/2016/feb/29/scott-desjarlais-endorses-donald-trump/,No,,
Stacy,Ries Snyder,TN,Candidate,Candidate for Representative,5,2016,Unknown,,No,,
Diane,Black,TN,Representative,Incumbent Representative,6,2016,Support,http://patch.com/tennessee/lavergne-smyrna/diane-black-condemns-will-still-vote-donald-trump,No,,
Marsha,Blackburn,TN,Representative,Incumbent Representative,7,2016,Support,http://patch.com/tennessee/lavergne-smyrna/diane-black-condemns-will-still-vote-donald-trump,No,,
David,Kustoff,TN,Candidate,Candidate for Representative,8,2016,Support,http://knoxblogs.com/humphreyhill/2016/06/15/six-8th-congressional-district-gop-candidates-back-trump/,No,,
Wayne,Alberson,TN,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Lamar,Alexander,TN,Senator,Incumbent Senator,N/A,2020,Support,http://www.timesfreepress.com/news/politics/state/story/2016/oct/10/haslam-alone-call-trump-step-aside/391049/,Not up for re-election,,
Bob,Corker,TN,Senator,Incumbent Senator,N/A,2018,Support,http://www.timesfreepress.com/news/politics/state/story/2016/oct/10/haslam-alone-call-trump-step-aside/391049/,Not up for re-election,,
Bill,Haslam,TN,Governor,Incumbent Governor,N/A,2018,Opposed after 2005 tape release,http://www.tennessean.com/story/news/politics/2016/10/09/bill-haslam-donald-trump-needs-step-aside-mike-pence/91827988/,Not up for re-election,,
Louie,Gohmert,TX,Representative,Incumbent Representative,1,2016,Endorser,http://www.kltv.com/story/33359122/gohmert-calls-2005-trump-tapes-disgusting-stays-on-state-campaign-leadership-team,No,,
Ted,Poe,TX,Representative,Incumbent Representative,2,2016,Unsure or won't say,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Sam,Johnson,TX,Representative,Incumbent Representative,3,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
John,Ratcliffe,TX,Representative,Incumbent Representative,4,2016,Support,http://ratcliffeforcongress.com/uncategorized/statement-on-republican-presidential-primary/#content,No,,
Jeb,Hensarling,TX,Representative,Incumbent Representative,5,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1?_ga=1.74672850.1309160727.1459799817,No,,
Joe,Barton,TX,Representative,Incumbent Representative,6,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
John,Culberson,TX,Representative,Incumbent Representative,7,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Kevin,Brady,TX,Representative,Incumbent Representative,8,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Jeff,Martin,TX,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Michael,McCaul,TX,Representative,Incumbent Representative,10,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Michael,Conaway,TX,Representative,Incumbent Representative,11,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1,No,,
Kay,Granger,TX,Representative,Incumbent Representative,12,2016,Opposed before 2005 tape release,http://www.mcclatchydc.com/news/politics-government/election/article77567212.html,No,,
Mac,Thornberry,TX,Representative,Incumbent Representative,13,2016,Opposed before 2005 tape release,http://www.timesrecordnews.com/news/politics/thornberry-addresses-defense-spending-bill-other-topics-344d7749-e37a-71af-e053-0100007fcf83-381711321.html,No,,
Randy,Weber,TX,Representative,Incumbent Representative,14,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Tim,Westley,TX,Candidate,Candidate for Representative,15,2016,Unknown,,No,,
Bill,Flores,TX,Representative,Incumbent Representative,17,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Lori,Bartley,TX,Candidate,Candidate for Representative,18,2016,Unknown,,No,,
Jodey,Arrington,TX,Candidate,Candidate for Representative,19,2016,Support,http://lubbockonline.com/filed-online/2016-07-23/west-texas-republicans-say-party-unified-after-rnc#,No,,
Lamar,Smith,TX,Representative,Incumbent Representative,21,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1?_ga=1.74672850.1309160727.1459799817,No,,
Pete,Olson,TX,Representative,Incumbent Representative,22,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Will,Hurd,TX,Representative,Incumbent Representative,23,2016,Opposed before 2005 tape release,http://www.elpasotimes.com/story/news/2016/10/08/gop-congressman-hurd-dumps-trump/91798246/,Toss-Up,Pete Gallego,http://petegallego.com/
Kenny,Marchant,TX,Representative,Incumbent Representative,24,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Roger,Williams,TX,Representative,Incumbent Representative,25,2016,Endorser,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Michael,Burgess,TX,Representative,Incumbent Representative,26,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Blake,Farenthold,TX,Representative,Incumbent Representative,27,2016,Endorser,https://www.donaldjtrump.com/press-releases/u.s.-representative-farenthold-endorses-donald-trump-for-president,No,,
Zeffen,Hardin,TX,Candidate,Candidate for Representative,28,2016,Endorser,https://twitter.com/ZeffenTX28/status/785124510127108098,No,,
Julio,Garza,TX,Candidate,Candidate for Representative,29,2016,Unknown,,No,,
Charles,Lingerfelt,TX,Candidate,Candidate for Representative,30,2016,Unknown,,No,,
John,Carter,TX,Representative,Incumbent Representative,31,2016,Support,https://www.texastribune.org/2016/06/15/texas-congressional-delegation-endorsements/,No,,
Pete,Sessions,TX,Representative,Incumbent Representative,32,2016,Endorser,https://www.donaldjtrump.com/press-releases/house-chairmen-endorse-donald-j.-trump-for-president1?_ga=1.74672850.1309160727.1459799817,No,,
M. Mark,Mitchell,TX,Candidate,Candidate for Representative,33,2016,Unknown,,No,,
Rey,Gonzalez Jr,TX,Candidate,Candidate for Representative,34,2016,Unknown,,No,,
Susan,Narvaiz,TX,Candidate,Candidate for Representative,35,2016,Unknown,,No,,
Brian,Babin,TX,Representative,Incumbent Representative,36,2016,Endorser,https://twitter.com/Babin4Congress/status/730821065006563328?lang=en,No,,
Ted,Cruz,TX,Senator,Incumbent Senator,N/A,2018,Endorser,https://www.facebook.com/tedcruzpage/posts/10154476728267464,Not up for re-election,,
John,Cornyn,TX,Senator,Incumbent Senator,N/A,2020,Support,http://www.politico.com/story/2016/05/gop-senators-donald-trump-223010,Not up for re-election,,
Greg,Abbott,TX,Governor,Incumbent Governor,N/A,2018,Support,https://www.texastribune.org/2016/05/04/texas-gop-begins-to-accept-trump-as-nominee/,Not up for re-election,,
Rob,Bishop,UT,Representative,Incumbent Representative,1,2016,Support,http://fortune.com/2016/10/09/utah-republicans-against-trump/,No,,
Chris,Stewart,UT,Representative,Incumbent Representative,2,2016,Opposed after 2005 tape release,http://kutv.com/news/local/utah-lt-gov-says-leaked-video-makes-it-that-much-easier-not-to-support-trump,No,,
Jason,Chaffetz,UT,Representative,Incumbent Representative,3,2016,Opposed after 2005 tape release,http://www.politico.com/story/2016/10/rep-chaffetz-withdraws-his-endorsement-of-trump-229335,No,,
Mia,Love,UT,Representative,Incumbent Representative,4,2016,Opposed after 2005 tape release,http://kutv.com/news/local/utah-lt-gov-says-leaked-video-makes-it-that-much-easier-not-to-support-trump,Lean Republican,Doug Owens,http://www.votedougowens.com/
Orrin,Hatch,UT,Senator,Incumbent Senator,N/A,2018,Endorser,http://www.reuters.com/article/usa-election-hatch-idUSKCN0Y32KS?feedType=RSS&feedName=politicsNews&utm_source=Twitter&utm_medium=Social,Not up for re-election,,
Mike,Lee,UT,Senator,Incumbent Senator,N/A,2016,Opposed after 2005 tape release,http://www.nbcnews.com/meet-the-press/video/sen-mike-lee-stepping-down-is-trump-s-only-honorable-path-782238275676,No,,
Gary,Herbert,UT,Governor,Incumbent Governor,N/A,2016,Opposed after 2005 tape release,http://www.breitbart.com/2016-presidential-race/2016/10/07/utahs-gov-gary-herbert-and-rep-jason-chaffetz-revoke-support-for-trump/,No,,
Robert,Wittman,VA,Representative,Incumbent Representative,1,2016,Support,https://www.washingtonpost.com/local/virginia-politics/gillespie-and-wittman-candidates-for-va-governor-say-they-will-support-trump/2016/05/04/84502ad4-1246-11e6-8967-7ac733c56f12_story.html,No,,
Scott,Taylor,VA,Candidate,Candidate for Representative,2,2016,Support,https://www.facebook.com/scotttaylorvirginia/posts/10154229694620625?comment_id=10154251460595625&comment_tracking=%7B%22tn%22%3A%22R%22%7D,No,,
Marty,Williams,VA,Candidate,Candidate for Representative,3,2016,Unknown,,No,,
Mike,Wade,VA,Representative,Incumbent Representative,4,2016,Unknown,,Likely Democrat,Donald McEachin,https://www.donaldmceachin.com/
Robert,Hurt,VA,Representative,Incumbent Representative,5,2016,Support,http://wset.com/news/local/congressman-robert-hurt-said-he-will-support-trump-if-he-wins-nomination,Likely Republican,Jane Dittmar,http://janeforcongress.com/
Bob,Goodlatte,VA,Representative,Incumbent Representative,6,2016,Support,http://www.roanoke.com/news/politics/th-district-republicans-rallying-around-donald-trump/article_54aaf5df-946c-52b5-ae93-4e802980ae62.html,No,,
David,Brat,VA,Representative,Incumbent Representative,7,2016,Support,http://dailycaller.com/2016/05/17/rep-dave-brat-weighs-in-on-trump-americas-unsustainable-debt-problem/,No,,
Charles,Hernick,VA,Candidate,Candidate for Representative,8,2016,Unsure or won't say,https://www.washingtonpost.com/local/virginia-politics/republicans-choose-candidate-to-oppose-beyer-in-northern-virginia/2016/05/09/fd9a5f34-15f9-11e6-9e16-2e5a123aac62_story.html,No,,
Morgan,Griffith,VA,Representative,Incumbent Representative,9,2016,Support,http://www.wdbj7.com/content/news/Western-Virginia-congressmen-react-to-Trump-video-396585591.html,No,,
Barbara,Comstock,VA,Representative,Incumbent Representative,10,2016,Opposed after 2005 tape release,https://www.washingtonpost.com/local/virginia-politics/republican-rep-barbara-comstock-of-virginia-urges-trump-to-drop-out-of-race/2016/10/07/79119406-8d06-11e6-bff0-d53f592f176e_story.html,Lean Republican,LuAnn Bennett,http://www.luannforcongress.com/
Scott,Milne,VT,Candidate,Candidate for Senator,N/A,2016,Opposed after 2005 tape release,http://www.wcax.com/story/33351869/milne-disavows-trump,No,,
Phil,Scott,VT,Candidate,Candidate for Governor,N/A,2016,Opposed before 2005 tape release,http://www.sevendaysvt.com/OffMessage/archives/2016/05/04/scott-says-he-wont-vote-for-trump-lisman-not-so-sure,Toss-Up,Sue Minter,http://www.sueminter.com/
Robert,Sutherland,WA,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
Marc,Hennemann,WA,Candidate,Candidate for Representative,2,2016,Unknown,,No,,
Jaime,Herrera Beutler,WA,Representative,Incumbent Representative,3,2016,Opposed after 2005 tape release,http://www.columbian.com/news/2016/oct/08/hererra-beutler-rejects-trump-for-president-will-write-in-ryan/,No,,
Dan,Newhouse,WA,Representative,Incumbent Representative,4,2016,Support,http://www.yakimaherald.com/news/local/newhouse-says-he-doesn-t-agree-with-trump-but-he/article_3d1a3fec-1354-11e6-81bb-f7e17aab272a.html,No,,
Cathy,McMorris Rodgers,WA,Representative,Incumbent Representative,5,2016,Endorser,http://www.seattlepi.com/local/politics/article/A-ringing-Trump-endorsement-from-Rep-McMorris-9220071.php,No,,
Todd,Bloom,WA,Candidate,Candidate for Representative,6,2016,Unknown,,No,,
David,Reichert,WA,Representative,Incumbent Representative,8,2016,Opposed before 2005 tape release,https://apnews.com/a3533ec0de734d10bf4f0a2a5a8cee4b,No,,
Doug,Basler,WA,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Jim,Postma,WA,Candidate,Candidate for Representative,10,2016,Unknown,,No,,
Chris,Vance,WA,Candidate,Candidate for Senator,N/A,2016,Opposed before 2005 tape release,http://www.seattletimes.com/seattle-news/politics/he-stood-up-to-trump-so-why-is-everyone-hating-on-chris-vance/,No,,
Bill,Bryant,WA,Candidate,Candidate for Governor,N/A,2016,Opposed before 2005 tape release,http://www.seattletimes.com/seattle-news/politics/bill-bryant-finally-answers-nagging-question-no-he-doesnt-support-donald-trump/,No,,
Paul,Ryan,WI,Representative,Incumbent Representative,1,2016,Endorser,http://abcnews.go.com/Politics/debate-trumps-candidacy-leaves-questions-gop/story?id=42701164,No,,
Peter,Theron,WI,Candidate,Candidate for Representative,2,2016,Unknown,,No,,
Jim,Sensenbrenner,WI,Representative,Incumbent Representative,5,2016,Support,http://www.wqow.com/story/33355248/the-latest-johnson-stands-by-trump-as-others-in-gop-bail,No,,
Glenn,Grothman,WI,Representative,Incumbent Representative,6,2016,Support,http://www.jsonline.com/story/news/politics/elections/2016/10/10/state-gop-stand-fast-trump-criticize-clinton/91869816/,No,,
Sean,Duffy,WI,Representative,Incumbent Representative,7,2016,Support,http://www.wsaw.com/content/news/Sean-Duffy-reacts-to-Donald-Trumps-comment-leak-396418951.html,No,,
Mike,Gallagher,WI,Candidate,Candidate for Representative,8,2016,Support,http://news.mikeforwisconsin.com/2016/10/08/statement-from-mike-gallagher/,Lean Republican,Tom Nelson,https://nelsonforwisconsin.com/
Scott,Walker,WI,Governor,Incumbent Governor,N/A,2018,Endorser,http://www.politico.com/story/2016/07/rnc-2016-scott-walker-donald-trump-endorsement-225914,Not up for re-election,,
Ron,Johnson,WI,Senator,Incumbent Senator,N/A,2016,Support,http://host.madison.com/wsj/news/local/govt-and-politics/ron-johnson-sticks-with-donald-trump-as-other-republican-senate/article_02eb748b-4f71-5e49-86a7-e64eb5015896.html,Lean Democrat,Russ Feingold,http://russfeingold.com/
David,McKinley,WV,Representative,Incumbent Representative,1,2016,Support,http://www.theintelligencer.net/news/top-headlines/2016/05/most-local-west-virginia-republican-leaders-to-back-trump/,No,,
Alex,Mooney,WV,Representative,Incumbent Representative,2,2016,Support,http://wvmetronews.com/2016/05/05/trump-picks-up-more-support-in-west-virginia/,No,,
Evan,Jenkins,WV,Representative,Incumbent Representative,3,2016,Support,http://www.bdtonline.com/news/rep-evan-jenkins-voices-support-for-donald-trump/article_916c9db6-5f66-11e6-9c31-d714c7073e80.html,No,,
Bill,Cole,WV,Candidate,Candidate for Governor,N/A,2016,Endorser,http://www.wvgazettemail.com/news/20160503/wv-governor-candidate-bill-cole-endorses-trump,Toss-Up,Jim Justice,http://justiceforwv.com/
Shelley,Capito,WV,Senator,Incumbent Senator,N/A,2020,Support,http://www.theintelligencer.net/news/top-headlines/2016/05/most-local-west-virginia-republican-leaders-to-back-trump/,Not up for re-election,,
Liz,Cheney,WY,Candidate,Candidate for Representative,0,2016,Support,http://billingsgazette.com/news/government-and-politics/liz-cheney-trump-remarks-appalling-but-she-still-supports/article_ee047374-331a-5b57-9c09-5c0f143cb1b0.html,No,,
John,Barrasso,WY,Senator,Incumbent Senator,N/A,2018,Endorser,https://www.youtube.com/watch?v=haDQ_r2Wjw0,Not up for re-election,,
Michael,Enzi,WY,Senator,Incumbent Senator,N/A,2020,Support,http://www.wyomingnews.com/news/wyoming-officials-back-trump-campaign/article_fcab786e-4f02-11e6-9bc1-b3dace67327e.html,Not up for re-election,,
Matt,Mead,WY,Governor,Incumbent Governor,N/A,2018,Support,http://trib.com/news/state-and-regional/gov-mead-supporting-donald-trump-despite-comments-on-judge/article_47b30041-fa4b-5238-84e5-f348fb68f503.html,Not up for re-election,,
